"","reef","response","se.fit"
"1",0,10.0463591247819,0.339089187278603
"2",5.26368421052632,10.3867652344217,0.328316072809492
"3",10.5273684210526,10.7387055395745,0.318549289568849
"4",15.7910526315789,11.1025708979728,0.310400237022444
"5",21.0547368421053,11.4787654147792,0.304609370965647
"6",26.3184210526316,11.8677068917107,0.302023770276048
"7",31.5821052631579,12.2698272913943,0.303539775460142
"8",36.8457894736842,12.6855732174724,0.31001130475156
"9",42.1094736842105,13.1154064109909,0.322144850560494
"10",47.3731578947368,13.5598042516218,0.340419117154683
"11",52.6368421052631,14.0192602461064,0.365062012979107
"12",57.9005263157895,14.4942846077996,0.396087798527285
"13",63.1642105263158,14.9854048355947,0.433370492838048
"14",68.4278947368421,15.493166299435,0.47672086100599
"15",73.6915789473684,16.0181328456542,0.525945699895541
"16",78.9552631578947,16.5608874228148,0.580883930431754
"17",84.218947368421,17.1220327287416,0.641423567969782
"18",89.4826315789474,17.7021918794643,0.707506319818829
"19",94.7463157894737,18.3020091008134,0.77912555694542
"20",100.01,18.9221504434357,0.856321453406761
